t_seconds,v_wx,v_wy,v_wz
443,-0.7328777004639148,-3.270067443409661,-0.44554684022349544
444,-0.733060525569004,-3.2700112168488196,-0.4449765950072467
445,-0.7332433506740933,-3.269954990287978,-0.4444063497909979
446,-0.7334261757791827,-3.2698987637271366,-0.44383610457474915
447,-0.733609000884272,-3.269842537166295,-0.4432658593585004
448,-0.7337918259893612,-3.2697863106054537,-0.4426956141422516
449,-0.7339746510944505,-3.269730084044612,-0.44212536892600285
450,-0.7341574761995397,-3.2696738574837707,-0.4415551237097541
451,-0.734340301304629,-3.2696176309229292,-0.4409848784935053
452,-0.7345231264097184,-3.2695614043620878,-0.44041463327725655
453,-0.7347059515148077,-3.2695051778012463,-0.4398443880610078
454,-0.7348887766198969,-3.269448951240405,-0.439274142844759
455,-0.7350716017249862,-3.2693927246795633,-0.43870389762851025
456,-0.7352544268300755,-3.269336498118722,-0.4381336524122615
457,-0.7354372519351648,-3.2692802715578804,-0.4375634071960127
458,-0.7356200770402541,-3.269224044997039,-0.43699316197976396
459,-0.7358029021453434,-3.2691678184361974,-0.4364229167635152
460,-0.7359857272504327,-3.269111591875356,-0.4358526715472664
461,-0.7361685523555219,-3.2690553653145145,-0.4352824263310176
462,-0.7363513774606112,-3.268999138753673,-0.43471218111476884
463,-0.7365342025657006,-3.2689429121928315,-0.43414193589852007
464,-0.7367170276707898,-3.26888668563199,-0.4335716906822713
465,-0.7368998527758791,-3.2688304590711486,-0.43300144546602254
466,-0.7370826778809684,-3.268774232510307,-0.4324312002497738
467,-0.7372655029860576,-3.2687180059494656,-0.431860955033525
468,-0.737448328091147,-3.268661779388624,-0.43129070981727624
469,-0.7376311531962363,-3.2686055528277826,-0.4307204646010275
470,-0.7378139783013256,-3.268549326266941,-0.4301502193847787
471,-0.7379968034064148,-3.2684930997060997,-0.42957997416852994
472,-0.7381796285115041,-3.268436873145258,-0.4290097289522812
473,-0.7383624536165934,-3.2683806465844167,-0.4284394837360324
474,-0.7385452787216827,-3.2683244200235753,-0.42786923851978365
475,-0.738728103826772,-3.268268193462734,-0.4272989933035349
476,-0.7389109289318613,-3.2682119669018923,-0.4267287480872861
477,-0.7390937540369505,-3.268155740341051,-0.42615850287103735
478,-0.7392765791420399,-3.2680995137802094,-0.4255882576547886
479,-0.7394594042471292,-3.268043287219368,-0.4250180124385398
480,-0.7396422293522185,-3.2679870606585264,-0.42444776722229105
481,-0.7398250544573077,-3.267930834097685,-0.4238775220060423
482,-0.740007879562397,-3.2678746075368434,-0.4233072767897935
483,-0.7401907046674863,-3.267818380976002,-0.42273703157354475
484,-0.7403735297725756,-3.2677621544151605,-0.422166786357296
485,-0.7405563548776649,-3.267705927854319,-0.4215965411410472
486,-0.7407391799827542,-3.2676497012934775,-0.42102629592479845
487,-0.7409220050878434,-3.267593474732636,-0.4204560507085497
488,-0.7411048301929327,-3.2675372481717946,-0.4198858054923009
489,-0.7412876552980221,-3.267481021610953,-0.41931556027605216
490,-0.7414704804031114,-3.2674247950501116,-0.4187453150598034
491,-0.7416533055082006,-3.26736856848927,-0.4181750698435546
492,-0.7418361306132899,-3.2673123419284287,-0.41760482462730586
493,-0.7420189557183792,-3.267256115367587,-0.4170345794110571
494,-0.7422017808234684,-3.2671998888067457,-0.4164643341948083
495,-0.7423846059285578,-3.2671436622459042,-0.4158940889785595
496,-0.7425674310336471,-3.2670874356850628,-0.41532384376231074
497,-0.7427502561387364,-3.2670312091242213,-0.414753598546062
498,-0.7429330812438256,-3.26697498256338,-0.4141833533298132
499,-0.7431159063489149,-3.2669187560025383,-0.41361310811356444
500,-0.7432987314540043,-3.2668625294416973,-0.4130428628973157
501,-0.7434815565590935,-3.266806302880856,-0.4124726176810669
502,-0.7436643816641828,-3.2667500763200144,-0.41190237246481815
503,-0.7438472067692721,-3.266693849759173,-0.4113321272485694
504,-0.7440300318743613,-3.2666376231983314,-0.4107618820323206
505,-0.7442128569794506,-3.26658139663749,-0.41019163681607185
506,-0.74439568208454,-3.2665251700766484,-0.4096213915998231
507,-0.7445785071896293,-3.266468943515807,-0.4090511463835743
508,-0.7447613322947185,-3.2664127169549655,-0.40848090116732555
509,-0.7449441573998078,-3.266356490394124,-0.4079106559510768
510,-0.7451269825048971,-3.2663002638332825,-0.407340410734828
511,-0.7453098076099864,-3.266244037272441,-0.40677016551857925
512,-0.7454926327150757,-3.2661878107115996,-0.4061999203023305
513,-0.745675457820165,-3.266131584150758,-0.4056296750860817
514,-0.7458582829252542,-3.2660753575899166,-0.40505942986983295
515,-0.7460411080303435,-3.266019131029075,-0.4044891846535842
516,-0.7462239331354328,-3.2659629044682337,-0.4039189394373354
517,-0.7464067582405222,-3.265906677907392,-0.40334869422108666
518,-0.7465895833456114,-3.2658504513465507,-0.4027784490048379
519,-0.7467724084507007,-3.2657942247857092,-0.4022082037885891
520,-0.74695523355579,-3.2657379982248678,-0.40163795857234036
521,-0.7471380586608792,-3.2656817716640263,-0.4010677133560916
522,-0.7473208837659686,-3.265625545103185,-0.4004974681398428
523,-0.7475037088710579,-3.2655693185423433,-0.39992722292359406
524,-0.7476865339761471,-3.265513091981502,-0.3993569777073453
525,-0.7478693590812364,-3.2654568654206604,-0.39878673249109653
526,-0.7480521841863257,-3.265400638859819,-0.39821648727484776
527,-0.748235009291415,-3.2653444122989774,-0.397646242058599
528,-0.7484178343965043,-3.265288185738136,-0.39707599684235023
529,-0.7486006595015936,-3.2652319591772945,-0.39650575162610147
530,-0.7487834846066829,-3.265175732616453,-0.39593550640985264
531,-0.7489663097117721,-3.2651195060556115,-0.3953652611936039
532,-0.7491491348168615,-3.26506327949477,-0.3947950159773551
533,-0.7493319599219508,-3.2650070529339286,-0.39422477076110635
534,-0.74951478502704,-3.264950826373087,-0.3936545255448576
535,-0.7496976101321293,-3.2648945998122456,-0.3930842803286088
536,-0.7498804352372186,-3.264838373251404,-0.39251403511236005
537,-0.7500632603423079,-3.2647821466905627,-0.3919437898961113
538,-0.7502460854473971,-3.264725920129721,-0.3913735446798625
539,-0.7504289105524865,-3.2646696935688797,-0.39080329946361375
540,-0.7506117356575758,-3.2646134670080382,-0.390233054247365
541,-0.750794560762665,-3.2645572404471968,-0.3896628090311162
542,-0.7509773858677543,-3.2645010138863553,-0.38909256381486745
543,-0.7511602109728437,-3.264444787325514,-0.3885223185986187
544,-0.751343036077933,-3.2643885607646723,-0.3879520733823699
545,-0.7515258611830222,-3.264332334203831,-0.38738182816612116
546,-0.7517086862881115,-3.2642761076429894,-0.3868115829498724
547,-0.7518915113932008,-3.264219881082148,-0.3862413377336236
548,-0.75207433649829,-3.2641636545213064,-0.38567109251737486
549,-0.7522571616033794,-3.264107427960465,-0.3851008473011261
550,-0.7524399867084687,-3.2640512013996235,-0.3845306020848773
551,-0.752622811813558,-3.263994974838782,-0.38396035686862856
552,-0.7528056369186472,-3.2639387482779405,-0.3833901116523798
553,-0.7529884620237365,-3.263882521717099,-0.38281986643613103
554,-0.7531712871288259,-3.2638262951562576,-0.38224962121988226
555,-0.7533541122339151,-3.263770068595416,-0.3816793760036335
556,-0.7535369373390044,-3.2637138420345746,-0.38110913078738473
557,-0.7537197624440937,-3.263657615473733,-0.38053888557113597
558,-0.7539025875491829,-3.2636013889128916,-0.3799686403548872
559,-0.7540854126542722,-3.26354516235205,-0.37939839513863843
560,-0.7542682377593616,-3.2634889357912087,-0.37882814992238967
561,-0.7544510628644508,-3.263432709230367,-0.3782579047061409
562,-0.7546338879695401,-3.2633764826695257,-0.37768765948989214
563,-0.7548167130746294,-3.2633202561086843,-0.37711741427364337
564,-0.7549995381797187,-3.263264029547843,-0.37654716905739455
565,-0.755182363284808,-3.2632078029870013,-0.3759769238411458
566,-0.7553651883898973,-3.26315157642616,-0.375406678624897
567,-0.7555480134949866,-3.263095349865319,-0.37483643340864825
568,-0.7557308386000758,-3.2630391233044773,-0.3742661881923995
569,-0.7559136637051651,-3.262982896743636,-0.3736959429761507
570,-0.7560964888102544,-3.2629266701827944,-0.37312569775990195
571,-0.7562793139153438,-3.262870443621953,-0.3725554525436532
572,-0.756462139020433,-3.2628142170611114,-0.3719852073274044
573,-0.7566449641255223,-3.26275799050027,-0.37141496211115566
574,-0.7568277892306116,-3.2627017639394285,-0.3708447168949069
575,-0.7570106143357008,-3.262645537378587,-0.3702744716786581
576,-0.7571934394407902,-3.2625893108177455,-0.36970422646240936
577,-0.7573762645458795,-3.262533084256904,-0.3691339812461606
578,-0.7575590896509687,-3.2624768576960625,-0.3685637360299118
579,-0.757741914756058,-3.262420631135221,-0.36799349081366306
580,-0.7579247398611473,-3.2623644045743796,-0.3674232455974143
581,-0.7581075649662365,-3.262308178013538,-0.36685300038116553
582,-0.7582903900713259,-3.2622519514526966,-0.36628275516491676
583,-0.7584732151764152,-3.262195724891855,-0.365712509948668
584,-0.7586560402815045,-3.2621394983310137,-0.36514226473241923
585,-0.7588388653865937,-3.262083271770172,-0.36457201951617046
586,-0.7590216904916831,-3.2620270452093307,-0.3640017742999217
587,-0.7592045155967724,-3.2619708186484893,-0.36343152908367293
588,-0.7593873407018616,-3.261914592087648,-0.36286128386742417
589,-0.7595701658069509,-3.2618583655268063,-0.3622910386511754
590,-0.7597529909120402,-3.261802138965965,-0.36172079343492664
591,-0.7599358160171295,-3.2617459124051233,-0.36115054821867787
592,-0.7601186411222187,-3.261689685844282,-0.3605803030024291
593,-0.7603014662273081,-3.2616334592834404,-0.36001005778618034
594,-0.7604842913323974,-3.261577232722599,-0.35943981256993157
595,-0.7606671164374866,-3.2615210061617574,-0.3588695673536828
596,-0.7608499415425759,-3.261464779600916,-0.35829932213743404
597,-0.7610327666476653,-3.2614085530400745,-0.3577290769211853
598,-0.7612155917527546,-3.261352326479233,-0.35715883170493645
599,-0.7613984168578438,-3.2612960999183915,-0.3565885864886877
600,-0.7615812419629331,-3.26123987335755,-0.3560183412724389
601,-0.7611628647917791,-3.264391722260236,-0.356388806553414
602,-0.7607444876206252,-3.2675435711629213,-0.35675927183438905
603,-0.7603261104494712,-3.270695420065607,-0.3571297371153641
604,-0.7599077332783173,-3.2738472689682925,-0.3575002023963392
605,-0.7594893561071633,-3.2769991178709783,-0.35787066767731424
606,-0.7590709789360094,-3.2801509667736637,-0.3582411329582893
607,-0.7586526017648554,-3.2833028156763495,-0.35861159823926436
608,-0.7582342245937015,-3.286454664579035,-0.3589820635202394
609,-0.7578158474225475,-3.2896065134817207,-0.3593525288012145
610,-0.7573974702513936,-3.292758362384406,-0.35972299408218955
611,-0.7569790930802396,-3.295910211287092,-0.3600934593631646
612,-0.7565607159090857,-3.2990620601897773,-0.3604639246441397
613,-0.7561423387379317,-3.302213909092463,-0.36083438992511474
614,-0.7557239615667777,-3.3053657579951485,-0.3612048552060898
615,-0.7553055843956238,-3.3085176068978344,-0.36157532048706487
616,-0.7548872072244698,-3.3116694558005197,-0.36194578576803993
617,-0.7544688300533159,-3.3148213047032056,-0.362316251049015
618,-0.7540504528821619,-3.317973153605891,-0.36268671632999006
619,-0.753632075711008,-3.321125002508577,-0.3630571816109651
620,-0.753213698539854,-3.324276851411262,-0.3634276468919402
621,-0.7527953213687001,-3.327428700313948,-0.36379811217291524
622,-0.7523769441975461,-3.3305805492166334,-0.3641685774538903
623,-0.7519585670263922,-3.333732398119319,-0.3645390427348654
624,-0.7515401898552382,-3.3368842470220046,-0.3649095080158405
625,-0.7511218126840843,-3.3400360959246904,-0.36527997329681555
626,-0.7507034355129303,-3.343187944827376,-0.3656504385777906
627,-0.7502850583417764,-3.3463397937300616,-0.3660209038587657
628,-0.7498666811706224,-3.349491642632747,-0.36639136913974074
629,-0.7494483039994684,-3.352643491535433,-0.3667618344207158
630,-0.7490299268283145,-3.3557953404381182,-0.36713229970169087
631,-0.7486115496571605,-3.358947189340804,-0.36750276498266593
632,-0.7481931724860066,-3.3620990382434894,-0.367873230263641
633,-0.7477747953148526,-3.3652508871461753,-0.36824369554461606
634,-0.7473564181436987,-3.3684027360488606,-0.3686141608255911
635,-0.7469380409725447,-3.3715545849515465,-0.3689846261065662
636,-0.7465196638013908,-3.374706433854232,-0.36935509138754125
637,-0.7461012866302368,-3.3778582827569177,-0.3697255566685163
638,-0.7456829094590829,-3.381010131659603,-0.37009602194949137
639,-0.7452645322879289,-3.384161980562289,-0.37046648723046643
640,-0.744846155116775,-3.3873138294649743,-0.3708369525114415
641,-0.744427777945621,-3.39046567836766,-0.37120741779241656
642,-0.744009400774467,-3.3936175272703455,-0.3715778830733916
643,-0.7435910236033131,-3.3967693761730313,-0.3719483483543667
644,-0.7431726464321591,-3.3999212250757167,-0.37231881363534175
645,-0.7427542692610052,-3.4030730739784025,-0.3726892789163168
646,-0.7423358920898512,-3.406224922881088,-0.3730597441972919
647,-0.7419175149186973,-3.4093767717837737,-0.37343020947826694
648,-0.7414991377475433,-3.412528620686459,-0.373800674759242
649,-0.7410807605763894,-3.415680469589145,-0.37417114004021707
650,-0.7406623834052354,-3.4188323184918303,-0.37454160532119213
651,-0.7402440062340815,-3.421984167394516,-0.3749120706021672
652,-0.7398256290629275,-3.4251360162972015,-0.37528253588314225
653,-0.7394072518917736,-3.4282878651998874,-0.3756530011641173
654,-0.7389888747206196,-3.4314397141025728,-0.3760234664450924
655,-0.7385704975494656,-3.4345915630052586,-0.37639393172606744
656,-0.7381521203783117,-3.437743411907944,-0.3767643970070425
657,-0.7377337432071577,-3.44089526081063,-0.37713486228801757
658,-0.7373153660360038,-3.444047109713315,-0.37750532756899263
659,-0.7368969888648498,-3.447198958616001,-0.3778757928499677
660,-0.7364786116936959,-3.4503508075186864,-0.37824625813094276
661,-0.7360602345225419,-3.453502656421372,-0.3786167234119178
662,-0.735641857351388,-3.4566545053240576,-0.3789871886928929
663,-0.735223480180234,-3.4598063542267434,-0.379357653973868
664,-0.7348051030090801,-3.462958203129429,-0.37972811925484307
665,-0.7343867258379261,-3.4661100520321146,-0.38009858453581813
666,-0.7339683486667722,-3.4692619009348,-0.3804690498167932
667,-0.7335499714956182,-3.472413749837486,-0.38083951509776826
668,-0.7331315943244643,-3.4755655987401712,-0.3812099803787433
669,-0.7327132171533103,-3.478717447642857,-0.3815804456597184
670,-0.7322948399821563,-3.4818692965455424,-0.38195091094069344
671,-0.7318764628110024,-3.4850211454482283,-0.3823213762216685
672,-0.7314580856398484,-3.4881729943509137,-0.38269184150264357
673,-0.7310397084686945,-3.4913248432535995,-0.38306230678361863
674,-0.7306213312975405,-3.494476692156285,-0.3834327720645937
675,-0.7302029541263866,-3.4976285410589707,-0.38380323734556876
676,-0.7297845769552326,-3.500780389961656,-0.3841737026265438
677,-0.7293661997840787,-3.503932238864342,-0.3845441679075189
678,-0.7289478226129247,-3.5070840877670273,-0.38491463318849395
679,-0.7285294454417708,-3.510235936669713,-0.385285098469469
680,-0.7281110682706168,-3.5133877855723985,-0.3856555637504441
681,-0.7276926910994629,-3.5165396344750843,-0.38602602903141914
682,-0.7272743139283089,-3.5196914833777697,-0.3863964943123942
683,-0.7268559367571549,-3.5228433322804555,-0.38676695959336926
684,-0.726437559586001,-3.525995181183141,-0.3871374248743443
685,-0.726019182414847,-3.5291470300858268,-0.3875078901553194
686,-0.7256008052436931,-3.532298878988512,-0.38787835543629445
687,-0.7251824280725391,-3.535450727891198,-0.3882488207172695
688,-0.7247640509013852,-3.5386025767938833,-0.3886192859982446
689,-0.7243456737302312,-3.541754425696569,-0.38898975127921964
690,-0.7239272965590773,-3.5449062745992546,-0.3893602165601947
691,-0.7235089193879233,-3.5480581235019404,-0.38973068184116977
692,-0.7230905422167694,-3.5512099724046258,-0.39010114712214483
693,-0.7226721650456154,-3.5543618213073116,-0.3904716124031199
694,-0.7222537878744615,-3.557513670209997,-0.39084207768409496
695,-0.7218354107033075,-3.560665519112683,-0.39121254296507
696,-0.7214170335321535,-3.563817368015368,-0.3915830082460451
697,-0.7209986563609996,-3.566969216918054,-0.39195347352702015
698,-0.7205802791898456,-3.5701210658207394,-0.3923239388079952
699,-0.7201619020186917,-3.5732729147234252,-0.3926944040889703
700,-0.7197435248475377,-3.5764247636261106,-0.39306486936994534
701,-0.7193251476763838,-3.5795766125287964,-0.3934353346509204
702,-0.7189067705052298,-3.582728461431482,-0.39380579993189546
703,-0.7184883933340759,-3.5858803103341677,-0.3941762652128705
704,-0.7180700161629219,-3.589032159236853,-0.3945467304938456
705,-0.717651638991768,-3.592184008139539,-0.39491719577482065
706,-0.717233261820614,-3.5953358570422242,-0.3952876610557957
707,-0.7168148846494601,-3.59848770594491,-0.3956581263367708
708,-0.7163965074783061,-3.6016395548475955,-0.39602859161774584
709,-0.7159781303071522,-3.6047914037502813,-0.3963990568987209
710,-0.7155597531359982,-3.6079432526529667,-0.396769522179696
711,-0.7151413759648442,-3.6110951015556525,-0.3971399874606711
712,-0.7147229987936903,-3.614246950458338,-0.39751045274164615
713,-0.7143046216225363,-3.6173987993610237,-0.3978809180226212
714,-0.7138862444513824,-3.620550648263709,-0.3982513833035963
715,-0.7134678672802284,-3.623702497166395,-0.39862184858457134
716,-0.7130494901090745,-3.6268543460690803,-0.3989923138655464
717,-0.7126311129379205,-3.630006194971766,-0.39936277914652146
718,-0.7122127357667666,-3.6331580438744515,-0.3997332444274965
719,-0.7117943585956126,-3.6363098927771373,-0.4001037097084716
720,-0.7113759814244587,-3.6394617416798227,-0.40047417498944665
721,-0.7109576042533047,-3.6426135905825086,-0.4008446402704217
722,-0.7105392270821508,-3.645765439485194,-0.4012151055513968
723,-0.7101208499109968,-3.6489172883878798,-0.40158557083237184
724,-0.7097024727398428,-3.652069137290565,-0.4019560361133469
725,-0.7092840955686889,-3.655220986193251,-0.40232650139432197
726,-0.7088657183975349,-3.6583728350959364,-0.40269696667529703
727,-0.708447341226381,-3.661524683998622,-0.4030674319562721
728,-0.708028964055227,-3.6646765329013076,-0.40343789723724716
729,-0.7076105868840731,-3.6678283818039934,-0.4038083625182222
730,-0.7071922097129191,-3.670980230706679,-0.4041788277991973
731,-0.7067738325417652,-3.6741320796093646,-0.40454929308017235
732,-0.7063554553706112,-3.67728392851205,-0.4049197583611474
733,-0.7059370781994573,-3.680435777414736,-0.40529022364212247
734,-0.7055187010283033,-3.683587626317421,-0.40566068892309753
735,-0.7051003238571494,-3.686739475220107,-0.4060311542040726
736,-0.7046819466859954,-3.6898913241227924,-0.40640161948504766
737,-0.7042635695148414,-3.6930431730254782,-0.4067720847660227
738,-0.7038451923436875,-3.6961950219281636,-0.4071425500469978
739,-0.7034268151725335,-3.6993468708308495,-0.40751301532797285
740,-0.7030084380013796,-3.702498719733535,-0.4078834806089479
741,-0.7025900608302256,-3.7056505686362207,-0.408253945889923
742,-0.7021716836590717,-3.708802417538906,-0.40862441117089804
743,-0.7017533064879177,-3.711954266441592,-0.4089948764518731
744,-0.7013349293167638,-3.7151061153442773,-0.40936534173284816
745,-0.7009165521456098,-3.718257964246963,-0.40973580701382323
746,-0.7004981749744559,-3.7214098131496485,-0.4101062722947983
747,-0.7000797978033019,-3.7245616620523343,-0.4104767375757734
748,-0.699661420632148,-3.7277135109550197,-0.4108472028567485
749,-0.699243043460994,-3.7308653598577055,-0.41121766813772354
750,-0.6988246662898401,-3.734017208760391,-0.4115881334186986
751,-0.6984062891186861,-3.7371690576630767,-0.41195859869967366
752,-0.6979879119475321,-3.740320906565762,-0.4123290639806487
753,-0.6975695347763782,-3.743472755468448,-0.4126995292616238
754,-0.6971511576052242,-3.7466246043711333,-0.41306999454259885
755,-0.6967327804340703,-3.749776453273819,-0.4134404598235739
756,-0.6963144032629163,-3.7529283021765045,-0.413810925104549
757,-0.6958960260917624,-3.7560801510791904,-0.41418139038552404
758,-0.6954776489206084,-3.7592319999818757,-0.4145518556664991
759,-0.6950592717494545,-3.7623838488845616,-0.41492232094747417
760,-0.6946408945783005,-3.765535697787247,-0.41529278622844923
761,-0.6942225174071466,-3.7686875466899328,-0.4156632515094243
762,-0.6938041402359926,-3.771839395592618,-0.41603371679039935
763,-0.6933857630648386,-3.774991244495304,-0.4164041820713744
764,-0.6929673858936847,-3.7781430933979894,-0.4167746473523495
765,-0.6925490087225308,-3.781294942300675,-0.41714511263332454
766,-0.6921306315513768,-3.7844467912033606,-0.4175155779142996
767,-0.6917122543802228,-3.7875986401060464,-0.41788604319527467
768,-0.6912938772090689,-3.790750489008732,-0.41825650847624973
769,-0.6908755000379149,-3.7939023379114176,-0.4186269737572248
770,-0.690457122866761,-3.797054186814103,-0.41899743903819986
771,-0.690038745695607,-3.800206035716789,-0.4193679043191749
772,-0.6896203685244531,-3.803357884619474,-0.41973836960015
773,-0.6892019913532991,-3.80650973352216,-0.42010883488112505
774,-0.6887836141821452,-3.8096615824248454,-0.4204793001621001
775,-0.6883652370109912,-3.8128134313275313,-0.4208497654430752
776,-0.6879468598398373,-3.8159652802302166,-0.42122023072405024
777,-0.6875284826686833,-3.8191171291329025,-0.4215906960050253
778,-0.6871101054975293,-3.822268978035588,-0.42196116128600036
779,-0.6866917283263754,-3.8254208269382737,-0.4223316265669754
780,-0.6862733511552214,-3.828572675840959,-0.4227020918479505
781,-0.6858549739840675,-3.831724524743645,-0.42307255712892555
782,-0.6854365968129135,-3.8348763736463303,-0.4234430224099006
783,-0.6850182196417596,-3.838028222549016,-0.4238134876908757
784,-0.6845998424706056,-3.8411800714517015,-0.42418395297185074
785,-0.6841814652994517,-3.8443319203543873,-0.4245544182528258
786,-0.6837630881282977,-3.8474837692570727,-0.42492488353380087
787,-0.6833447109571438,-3.8506356181597585,-0.42529534881477593
788,-0.6829263337859898,-3.853787467062444,-0.425665814095751
789,-0.6825079566148359,-3.8569393159651297,-0.42603627937672606
790,-0.6820895794436819,-3.860091164867815,-0.4264067446577011
791,-0.681671202272528,-3.863243013770501,-0.4267772099386762
792,-0.681252825101374,-3.8663948626731868,-0.42714767521965125
793,-0.68083444793022,-3.869546711575872,-0.4275181405006263
794,-0.6804160707590661,-3.8726985604785575,-0.42788860578160137
795,-0.6799976935879121,-3.8758504093812434,-0.42825907106257644
796,-0.6795793164167582,-3.879002258283929,-0.4286295363435515
797,-0.6791609392456042,-3.8821541071866146,-0.42900000162452656
798,-0.6787425620744503,-3.8853059560893,-0.4293704669055017
799,-0.6783241849032963,-3.888457804991986,-0.42974093218647674
800,-0.6779058077321424,-3.8916096538946716,-0.4301113974674518
801,-0.6774874305609884,-3.894761502797357,-0.43048186274842687
802,-0.6770690533898345,-3.8979133517000424,-0.43085232802940193
803,-0.6766506762186805,-3.901065200602728,-0.431222793310377
804,-0.6762322990475265,-3.904217049505414,-0.43159325859135206
805,-0.6758139218763726,-3.9073688984080994,-0.4319637238723271
806,-0.6753955447052187,-3.910520747310785,-0.4323341891533022
807,-0.6749771675340647,-3.9136725962134706,-0.43270465443427725
808,-0.6745587903629107,-3.9168244451161565,-0.4330751197152523
809,-0.6741404131917568,-3.919976294018842,-0.4334455849962274
810,-0.6737220360206028,-3.9231281429215272,-0.43381605027720244
811,-0.6733036588494489,-3.926279991824213,-0.4341865155581775
812,-0.6728852816782949,-3.929431840726899,-0.43455698083915256
813,-0.672466904507141,-3.9325836896295843,-0.4349274461201276
814,-0.672048527335987,-3.9357355385322697,-0.4352979114011027
815,-0.6716301501648331,-3.9388873874349555,-0.43566837668207775
816,-0.6712117729936791,-3.9420392363376413,-0.4360388419630528
817,-0.6707933958225252,-3.9451910852403267,-0.4364093072440279
818,-0.6703750186513712,-3.948342934143012,-0.43677977252500294
819,-0.6699566414802172,-3.951494783045698,-0.437150237805978
820,-0.6695382643090633,-3.9546466319483837,-0.43752070308695307
821,-0.6691198871379093,-3.957798480851069,-0.43789116836792813
822,-0.6687015099667554,-3.9609503297537545,-0.4382616336489032
823,-0.6682831327956014,-3.9641021786564403,-0.43863209892987826
824,-0.6678647556244475,-3.967254027559126,-0.4390025642108533
825,-0.6674463784532935,-3.9704058764618115,-0.4393730294918284
826,-0.6670280012821396,-3.973557725364497,-0.43974349477280344
827,-0.6666096241109856,-3.9767095742671827,-0.4401139600537785
828,-0.6661912469398317,-3.9798614231698686,-0.44048442533475357
829,-0.6657728697686777,-3.983013272072554,-0.44085489061572863
830,-0.6653544925975238,-3.9861651209752393,-0.44122535589670375
831,-0.6649361154263698,-3.989316969877925,-0.4415958211776788
832,-0.6645177382552159,-3.992468818780611,-0.4419662864586539
833,-0.6640993610840619,-3.9956206676832964,-0.44233675173962894
834,-0.6636809839129079,-3.9987725165859818,-0.442707217020604
835,-0.663262606741754,-4.001924365488668,-0.44307768230157907
836,-0.6628442295706,-4.005076214391353,-0.44344814758255413
837,-0.6624258523994461,-4.008228063294039,-0.4438186128635292
838,-0.6620074752282921,-4.011379912196724,-0.44418907814450426
839,-0.6615890980571382,-4.01453176109941,-0.4445595434254793
840,-0.6611707208859842,-4.017683610002096,-0.4449300087064544
841,-0.6607523437148303,-4.020835458904781,-0.44530047398742945
842,-0.6603339665436763,-4.023987307807467,-0.4456709392684045
843,-0.6599155893725224,-4.027139156710152,-0.44604140454937957
844,-0.6594972122013684,-4.030291005612838,-0.44641186983035464
845,-0.6590788350302144,-4.033442854515524,-0.4467823351113297
846,-0.6586604578590605,-4.036594703418209,-0.44715280039230476
847,-0.6582420806879066,-4.039746552320895,-0.4475232656732798
848,-0.6578237035167526,-4.042898401223581,-0.4478937309542549
849,-0.6574053263455986,-4.046050250126266,-0.44826419623522995
850,-0.6569869491744447,-4.0492020990289515,-0.448634661516205
851,-0.6565685720032907,-4.052353947931637,-0.4490051267971801
852,-0.6561501948321368,-4.055505796834323,-0.44937559207815514
853,-0.6557318176609828,-4.058657645737009,-0.4497460573591302
854,-0.6553134404898289,-4.061809494639694,-0.45011652264010527
855,-0.6548950633186749,-4.06496134354238,-0.45048698792108033
856,-0.654476686147521,-4.0681131924450655,-0.4508574532020554
857,-0.654058308976367,-4.0712650413477505,-0.45122791848303045
858,-0.6536399318052131,-4.074416890250436,-0.4515983837640055
859,-0.6532215546340591,-4.077568739153122,-0.4519688490449806
860,-0.6528031774629051,-4.080720588055808,-0.45233931432595564
861,-0.6523848002917512,-4.083872436958494,-0.4527097796069307
862,-0.6519664231205972,-4.087024285861179,-0.45308024488790577
863,-0.6515480459494433,-4.0901761347638645,-0.45345071016888083
864,-0.6511296687782893,-4.09332798366655,-0.4538211754498559
865,-0.6507112916071354,-4.096479832569235,-0.45419164073083096
866,-0.6502929144359814,-4.099631681471921,-0.454562106011806
867,-0.6498745372648275,-4.102783530374607,-0.4549325712927811
868,-0.6494561600936735,-4.105935379277293,-0.45530303657375615
869,-0.6490377829225196,-4.109087228179979,-0.4556735018547312
870,-0.6486194057513656,-4.112239077082664,-0.4560439671357063
871,-0.6482010285802117,-4.115390925985349,-0.45641443241668134
872,-0.6477826514090577,-4.118542774888035,-0.4567848976976564
873,-0.6473642742379038,-4.12169462379072,-0.45715536297863146
874,-0.6469458970667498,-4.124846472693406,-0.4575258282596065
875,-0.6465275198955958,-4.127998321596092,-0.4578962935405816
876,-0.6461091427244419,-4.131150170498778,-0.45826675882155665
877,-0.6456907655532879,-4.1343020194014635,-0.4586372241025317
878,-0.645272388382134,-4.137453868304148,-0.4590076893835068
879,-0.64485401121098,-4.140605717206834,-0.45937815466448184
880,-0.6444356340398261,-4.14375756610952,-0.4597486199454569
881,-0.6440172568686721,-4.146909415012205,-0.46011908522643197
882,-0.6435988796975182,-4.150061263914891,-0.46048955050740703
883,-0.6431805025263642,-4.153213112817577,-0.46086001578838215
884,-0.6427621253552103,-4.1563649617202625,-0.4612304810693572
885,-0.6423437481840563,-4.159516810622948,-0.4616009463503323
886,-0.6419253710129023,-4.162668659525633,-0.46197141163130734
887,-0.6415069938417484,-4.165820508428319,-0.4623418769122824
888,-0.6410886166705945,-4.168972357331005,-0.46271234219325746
